,Local_time,neighborhood,total_cars,weekday,hour,latitude,longitude
342455,2020-02-02 11:30:00+02:00,Jaffa College Tel Aviv and Dakar,23,6,11,32.04858,34.76044
256757,2019-12-19 19:00:00+02:00,North Jaffa,100,3,19,32.05239,34.7575
19307,2018-07-12 19:00:00+03:00,Bitzaron and Ramat Israel,15,3,19,32.06893,34.7992
1550,2018-07-04 15:00:00+03:00,Jaffa Genoa Golan,3,2,15,32.033570000000005,34.74533
177987,2019-11-13 08:30:00+02:00,Ramat Aviv c,103,2,8,32.12272,34.797740000000005
371397,2020-02-16 11:30:00+02:00,Maoz Aviv,18,6,11,32.112770000000005,34.81365
348663,2020-02-04 10:00:00+02:00,Montefiore,87,1,10,32.0625,34.781
265603,2019-12-25 13:30:00+02:00,Neve Ofer,4,2,13,32.041059999999995,34.76702
267039,2019-12-26 00:00:00+02:00,The New North - the northern part,45,3,0,32.091177,34.790288000000004
318676,2020-01-22 01:00:00+02:00,The Ayalon Highlands,32,2,1,32.0849,34.7966
266759,2019-12-25 22:00:00+02:00,Sea views,31,2,22,32.11987,34.793479999999995
361180,2020-02-11 06:30:00+02:00,The New North - the northern part,36,1,6,32.095042,34.792425
91001,2019-09-25 15:00:00+03:00,Neot Afeka a,22,2,15,32.11334,34.81969
178512,2019-11-13 12:30:00+02:00,Jaffa College Tel Aviv and Dakar,14,2,12,32.04485,34.76059
22354,2018-07-13 18:30:00+03:00,Shapira,15,4,18,32.054265,34.78285
196590,2019-11-22 01:30:00+02:00,Neve Ofer,15,4,1,32.0369,34.7625
188810,2019-11-18 16:00:00+02:00,Tel aviv university,90,0,16,32.107997999999995,34.802707
175729,2019-11-12 16:00:00+02:00,Port of Tel Aviv,2,1,16,32.0966,34.7738
5872,2018-07-07 01:30:00+03:00,Ramat Aviv c,52,5,1,32.12586,34.8082
198329,2019-11-22 14:30:00+02:00,Tel Aviv Cardo,202,4,14,32.073063,34.771625
223575,2019-12-03 11:00:00+02:00,Tel Aviv Cardo,85,1,11,32.067507,34.768924
3397,2018-07-06 05:30:00+03:00,Hope,40,4,5,32.0502,34.7986
323033,2020-01-26 09:30:00+02:00,Tel-Haim,11,6,9,32.05975,34.80177
59154,2018-11-29 23:00:00+02:00,Neve Chen,13,3,23,32.05492,34.80803
226890,2019-12-04 12:00:00+02:00,Ajami and Givat Aliya,61,2,12,32.04067,34.74703
107937,2019-10-10 20:30:00+03:00,Ezra and the crates,24,3,20,32.04419,34.79569
227793,2019-12-04 18:30:00+02:00,Neve Ofer,52,2,18,32.045083,34.76748
132876,2019-10-22 13:00:00+03:00,The New North - the northern part,29,1,13,32.095042,34.792425
75174,2019-09-17 17:00:00+03:00,The Yemenite Vineyard,15,1,17,32.069777,34.766401
47960,2018-10-15 13:00:00+03:00,Tel aviv university,16,0,13,32.116362,34.807152
212745,2019-11-30 02:30:00+02:00,Florentine,7,5,2,32.057609,34.7643
274881,2019-12-29 10:30:00+02:00,Glilot,34,6,10,32.139294,34.792075
335578,2020-01-31 08:00:00+02:00,The Ayalon Highlands,43,4,8,32.0849,34.7966
149454,2019-10-29 17:00:00+02:00,Neot Afeka b,26,1,17,32.11806,34.82354
264312,2019-12-25 03:30:00+02:00,Shapira,37,2,3,32.05273,34.778620000000004
188588,2019-11-18 14:30:00+02:00,Neve Eliezer and Kfar Shalem East,30,0,14,32.04824,34.80813
108143,2019-10-10 22:00:00+03:00,Glilot,57,3,22,32.136590000000005,34.79366
310667,2020-01-17 13:00:00+02:00,Tel Baruch North,12,4,13,32.12167,34.8193
195951,2019-11-21 20:30:00+02:00,The new north - the southern part,24,3,20,32.082109,34.781687
157619,2019-11-03 05:30:00+02:00,Sea views,58,6,5,32.118140000000004,34.787890000000004
373152,2020-02-17 00:30:00+02:00,Nir Aviv,8,0,0,32.04524,34.81241
66729,2019-09-13 01:30:00+03:00,Neve Tzedek,36,4,1,32.061358,34.761935
91579,2019-09-25 19:30:00+03:00,Afeka,29,2,19,32.12234,34.80325
256603,2019-12-19 18:00:00+02:00,Fairgrounds,13,3,18,32.10278,34.80553
65998,2019-09-12 20:00:00+03:00,Plan for,1,3,20,32.11081,34.78791
262104,2019-12-22 11:00:00+02:00,Neve Tzedek,53,6,11,32.05751,34.75955
161811,2019-11-05 13:00:00+02:00,Neve Sha'anan,69,1,13,32.05612,34.7731
134611,2019-10-23 02:30:00+03:00,Neve Ofer,22,2,2,32.0369,34.7625
148508,2019-10-29 10:00:00+02:00,Kfir,13,1,10,32.04787,34.807140000000004
281724,2020-01-03 13:30:00+02:00,The new north - the state square,43,4,13,32.08829,34.794266
277435,2020-01-02 05:30:00+02:00,Neve Sha'anan,55,3,5,32.05908,34.7761
25013,2018-07-14 16:00:00+03:00,Ramat Aviv,15,5,16,32.107753,34.793926
82542,2019-09-21 00:00:00+03:00,Sde Dov area,10,5,0,32.04419,34.81382
150835,2019-10-30 03:30:00+02:00,Maoz Aviv,12,2,3,32.10933,34.81301
84971,2019-09-21 18:00:00+03:00,Level of pilots,98,5,18,32.05802,34.81105
351096,2020-02-05 03:30:00+02:00,South Park,1,2,3,32.04333,34.80813
171293,2019-11-09 07:00:00+02:00,The Ayalon Highlands,43,5,7,32.0849,34.7966
224441,2019-12-03 17:30:00+02:00,Old North - Southern part,58,1,17,32.077777000000005,34.778636
249214,2019-12-14 11:30:00+02:00,Kiryat Shaul,4,5,11,32.12793,34.82118
198101,2019-11-22 13:00:00+02:00,Neve Barbur,1,4,13,32.05327,34.80155
288375,2020-01-06 15:30:00+02:00,Maoz Aviv,24,0,15,32.11163,34.81419
272098,2019-12-28 13:30:00+02:00,Tel-Haim,20,5,13,32.06083,34.80185
148712,2019-10-29 11:30:00+02:00,Kiryat Shaul,1,1,11,32.12683,34.82578
345177,2020-02-03 08:00:00+02:00,The inheritance of Isaac,27,0,8,32.078621000000005,34.797969
110914,2019-10-12 18:30:00+03:00,Givat Herzl,13,5,18,32.05125,34.77349
37788,2018-07-22 21:30:00+03:00,Ramat Aviv,16,6,21,32.106566,34.797869
77474,2019-09-18 10:30:00+03:00,Revivim,16,2,10,32.11753,34.826370000000004
258627,2019-12-21 09:00:00+02:00,Maoz Aviv,34,5,9,32.111709999999995,34.81448
292865,2020-01-10 01:00:00+02:00,Neve Ofer,53,4,1,32.03662,34.76416
47340,2018-10-15 08:30:00+03:00,Neve Ofer,21,0,8,32.0369,34.7625
117900,2019-10-14 22:30:00+03:00,Sea views,21,0,22,32.11452,34.78559
219044,2019-12-02 01:30:00+02:00,The inheritance of Isaac,23,0,1,32.07573,34.79875
209738,2019-11-29 04:00:00+02:00,Babylonian,23,4,4,32.09701,34.800709999999995
293604,2020-01-10 06:30:00+02:00,Nir Aviv,6,4,6,32.04725,34.81073
306740,2020-01-15 08:30:00+02:00,Babylonian,25,2,8,32.094614,34.798612
197941,2019-11-22 11:30:00+02:00,Yarkon Park,60,4,11,32.1059,34.8134
52030,2018-11-26 18:30:00+02:00,Babylonian,61,0,18,32.094614,34.798612
76681,2019-09-18 04:30:00+03:00,Sde Dov area,12,2,4,32.1234,34.82341
333514,2020-01-29 16:30:00+02:00,Tzahala,8,2,16,32.12172,34.83826
147077,2019-10-28 23:00:00+02:00,Sarona Gardens,19,0,23,32.070695,34.781803000000004
324806,2020-01-26 23:00:00+02:00,Spring Cliffs,12,6,23,32.124,34.7917
190652,2019-11-19 06:00:00+02:00,Bitzaron and Ramat Israel,59,1,6,32.070423,34.794824
224945,2019-12-03 21:30:00+02:00,Kiryat Shaul,2,1,21,32.12637,34.82532
194989,2019-11-21 13:30:00+02:00,South Park,2,3,13,32.043420000000005,34.79153
174478,2019-11-12 07:00:00+02:00,Jaffa College Tel Aviv and Dakar,48,1,7,32.047511,34.759492
297208,2020-01-11 09:30:00+02:00,Neot Afeka a,14,5,9,32.114000000000004,34.8188
218457,2019-12-01 21:30:00+02:00,Hope,31,6,21,32.051790000000004,34.79816
254738,2019-12-19 04:00:00+02:00,Tel Baruch North,33,3,4,32.12283,34.81345
322521,2020-01-26 06:00:00+02:00,Glilot,54,6,6,32.139294,34.792075
101161,2019-10-05 17:30:00+03:00,Tzahalon and savings settlements,40,5,17,32.04472,34.75543
191478,2019-11-19 11:30:00+02:00,The new north - the state square,24,1,11,32.089228999999996,34.786514000000004
375253,2020-02-17 16:00:00+02:00,The Ayalon Highlands,3,0,16,32.08823,34.7968
157584,2019-11-03 05:30:00+02:00,Hadar-Yosef,79,6,5,32.107032000000004,34.821409
251336,2019-12-18 03:00:00+02:00,The New North - the northern part,20,2,3,32.093232,34.791399
6756,2018-07-07 08:30:00+03:00,The inheritance of Isaac,26,5,8,32.07633,34.798590000000004
46778,2018-10-15 04:00:00+03:00,The new north - the state square,31,0,4,32.086678000000006,34.791337
355847,2020-02-08 15:00:00+02:00,Neve Barbur,20,5,15,32.04912,34.80415
316893,2020-01-21 12:00:00+02:00,Neve Ofer,57,1,12,32.04139,34.76449
188124,2019-11-18 11:00:00+02:00,Neve Barbur,9,0,11,32.04947,34.80301
125817,2019-10-17 09:30:00+03:00,Tel Aviv Cardo,256,3,9,32.0679,34.7735
87573,2019-09-23 13:30:00+03:00,Jaffa D,8,0,13,32.035393,34.75873
308048,2020-01-15 18:00:00+02:00,Kfir,5,2,18,32.04742,34.80563
145589,2019-10-28 12:00:00+02:00,Neve Barbur,17,0,12,32.04919,34.80399
181645,2019-11-14 11:30:00+02:00,Ramat Aviv c,32,3,11,32.12726,34.804790000000004
210193,2019-11-29 07:00:00+02:00,The New North - the northern part,36,4,7,32.09199,34.79462
194209,2019-11-21 08:00:00+02:00,Neve Sharett,24,3,8,32.117818,34.839188
355466,2020-02-08 12:00:00+02:00,Sarona Gardens,24,5,12,32.072537,34.784071000000004
201429,2019-11-23 13:00:00+02:00,North Jaffa,72,5,13,32.051976,34.764434
264757,2019-12-25 07:00:00+02:00,Neve Chen,40,2,7,32.05212,34.81303
257155,2019-12-19 22:00:00+02:00,Old North - Northern part,83,3,22,32.09511,34.77792
279805,2020-01-02 23:30:00+02:00,Yad Eliyahu,31,3,23,32.05656,34.79637
11259,2018-07-10 01:30:00+03:00,Atidim,6,1,1,32.106652000000004,34.835506
290847,2020-01-09 10:00:00+02:00,Babylonian,14,3,10,32.098032,34.798089000000004
272186,2019-12-28 14:30:00+02:00,Fairgrounds,12,5,14,32.1034,34.8059
207584,2019-11-26 11:30:00+02:00,Neve Barbur,3,1,11,32.04915,34.80423
83623,2019-09-21 08:00:00+03:00,Kiryat Shalom,29,5,8,32.04485,34.77385
129349,2019-10-21 11:00:00+03:00,Sea views,60,0,11,32.11962,34.79347
234424,2019-12-06 20:00:00+02:00,Tel-Haim,9,4,20,32.06542,34.80393
353690,2020-02-05 23:00:00+02:00,Jaffa D,8,2,23,32.03361,34.75473
66397,2019-09-12 23:00:00+03:00,North Jaffa,112,3,23,32.056754,34.760987
154082,2019-11-01 03:30:00+02:00,Tel-Haim,1,4,3,32.06237,34.80331
270501,2019-12-28 02:00:00+02:00,Jaffa College Tel Aviv and Dakar,47,5,2,32.047511,34.759492
354326,2020-02-08 03:30:00+02:00,Neve Ofer,15,5,3,32.04496,34.76339
171066,2019-11-09 05:30:00+02:00,Nir Aviv,9,5,5,32.04711,34.81217
200440,2019-11-23 06:00:00+02:00,Neot Afeka a,18,5,6,32.113723,34.82452
109755,2019-10-12 09:30:00+03:00,The new north - the state square,52,5,9,32.087613,34.784496000000004
176177,2019-11-12 19:30:00+02:00,Atidim,71,1,19,32.1138,34.8418
110615,2019-10-12 16:00:00+03:00,Ramat Aviv c,38,5,16,32.12663,34.80898
338694,2020-02-01 07:30:00+02:00,Givat Herzl,25,5,7,32.05069,34.77295
222810,2019-12-03 05:30:00+02:00,Neve Dan,19,1,5,32.10857,34.82779
82217,2019-09-20 21:30:00+03:00,Tzahalon and savings settlements,33,4,21,32.0414,34.75378
288424,2020-01-06 16:00:00+02:00,Afeka,57,0,16,32.11911,34.80548
287538,2020-01-06 09:00:00+02:00,Yad Eliyahu,34,0,9,32.062,34.78861
12314,2018-07-10 09:30:00+03:00,Neve Ofer,26,1,9,32.0476,34.76413
141739,2019-10-26 08:00:00+03:00,Sde Dov area,18,5,8,32.12956,34.82736
99883,2019-10-05 08:30:00+03:00,Neve Eliezer and Kfar Shalem East,14,5,8,32.05087,34.809290000000004
286369,2020-01-05 00:30:00+02:00,Old North - Northern part,121,6,0,32.0882,34.7714
17949,2018-07-12 08:30:00+03:00,Neve Sharett,21,3,8,32.117818,34.839188
104254,2019-10-07 16:30:00+03:00,Neve Barbur,9,0,16,32.0528,34.80203
14799,2018-07-11 08:00:00+03:00,Maoz Aviv,29,2,8,32.11015,34.81507
72353,2019-09-16 20:00:00+03:00,Afeka,6,0,20,32.118970000000004,34.80255
16888,2018-07-12 00:30:00+03:00,Jaffa College Tel Aviv and Dakar,11,3,0,32.047511,34.759492
164279,2019-11-07 03:00:00+02:00,Ezra and the crates,12,3,3,32.0466,34.79274
79190,2019-09-18 23:30:00+03:00,Jaffa Genoa Golan,15,2,23,32.03772,34.75355
101410,2019-10-05 19:30:00+03:00,Plan for,31,5,19,32.10372,34.79055
253630,2019-12-18 20:00:00+02:00,Kiryat Shalom,4,2,20,32.0462,34.7756
228505,2019-12-05 00:00:00+02:00,Neve Sharett,45,3,0,32.117940000000004,34.83865
32424,2018-07-19 05:00:00+03:00,Neve Sha'anan,1,3,5,32.055602,34.783771
49294,2018-10-15 23:00:00+03:00,Neot Afeka b,30,0,23,32.11932,34.81907
215075,2019-11-30 19:30:00+02:00,The new north - the southern part,38,5,19,32.080572,34.788038
166701,2019-11-07 21:00:00+02:00,Babylonian,63,3,21,32.098032,34.798089000000004
166300,2019-11-07 17:30:00+02:00,The new north - the state square,78,3,17,32.086678000000006,34.791337
175017,2019-11-12 11:00:00+02:00,Hope,51,1,11,32.052890000000005,34.78699
180261,2019-11-14 01:00:00+02:00,The New North - the northern part,91,3,1,32.0928,34.79361
214977,2019-11-30 19:00:00+02:00,Neve Dan,10,5,19,32.11019,34.82737
373056,2020-02-17 00:00:00+02:00,Bitzaron and Ramat Israel,47,0,0,32.068052,34.802363
197937,2019-11-22 11:30:00+02:00,Tzahala,37,4,11,32.124990000000004,34.83923
216875,2019-12-01 09:30:00+02:00,Plan for,22,6,9,32.10771,34.79051
138441,2019-10-25 07:00:00+03:00,The nursery,12,4,7,32.1273,34.835570000000004
306441,2020-01-15 06:00:00+02:00,Tel Baruch,7,2,6,32.122292,34.818228999999995
162445,2019-11-05 18:00:00+02:00,Neve Barbur,8,1,18,32.05275,34.80212
112914,2019-10-13 09:00:00+03:00,Sarona Gardens,7,6,9,32.070695,34.781803000000004
124865,2019-10-17 02:30:00+03:00,The New North - the northern part,18,3,2,32.093315000000004,34.784909000000006
179215,2019-11-13 17:30:00+02:00,Hope,36,2,17,32.049409999999995,34.79567
221096,2019-12-02 16:30:00+02:00,Tel Baruch,28,0,16,32.118179999999995,34.81131
166282,2019-11-07 17:30:00+02:00,Ramat Aviv c,94,3,17,32.12738,34.80235
247526,2019-12-13 23:00:00+02:00,Employment area - Holon Junction,1,4,23,32.04162,34.77257
42107,2018-10-12 17:30:00+03:00,The inheritance of Isaac,42,4,17,32.078621000000005,34.797969
321426,2020-01-22 21:30:00+02:00,Yedidya,6,2,21,32.04585,34.8033
373608,2020-02-17 04:00:00+02:00,Level of pilots,13,0,4,32.05805,34.81095
119607,2019-10-15 11:30:00+03:00,Kfir,21,1,11,32.04763,34.80242
119426,2019-10-15 10:00:00+03:00,Plan for,12,1,10,32.10597,34.79071
37142,2018-07-22 17:00:00+03:00,Ajami and Givat Aliya,26,6,17,32.03867,34.74975
211369,2019-11-29 16:00:00+02:00,Jaffa Genoa Golan,25,4,16,32.031009999999995,34.74948
382636,2020-02-20 00:00:00+02:00,Ramat Aviv c,50,3,0,32.12705,34.796409999999995
227903,2019-12-04 19:30:00+02:00,Givat Herzl,22,2,19,32.05099000000001,34.7661
39917,2018-10-11 01:00:00+03:00,The nursery,32,3,1,32.12635,34.82982
284186,2020-01-04 08:00:00+02:00,Sea views,37,5,8,32.11349000000001,34.78783
224180,2019-12-03 15:30:00+02:00,North Jaffa,83,1,15,32.056754,34.760987
177253,2019-11-13 03:00:00+02:00,Tzahalon and savings settlements,45,2,3,32.04312,34.75666
154561,2019-11-01 07:00:00+02:00,The new north - the state square,36,4,7,32.08829,34.794266
121181,2019-10-15 23:30:00+03:00,Employment area - Holon Junction,6,1,23,32.04214,34.771570000000004
37095,2018-07-22 16:30:00+03:00,Neot Afeka b,21,6,16,32.1202,34.8243
86374,2019-09-23 04:00:00+03:00,Tel aviv university,28,0,4,32.111305,34.807381
247937,2019-12-14 02:00:00+02:00,Neve Dan,7,5,2,32.11103,34.82983
153492,2019-10-30 23:30:00+02:00,Ezra and the crates,29,2,23,32.04657,34.79253
329700,2020-01-28 12:00:00+02:00,Port of Tel Aviv,4,1,12,32.0966,34.7738
86988,2019-09-23 09:00:00+03:00,Jaffa D,6,0,9,32.035393,34.75873
112329,2019-10-13 05:00:00+03:00,Atidim,30,6,5,32.111506,34.840876
197942,2019-11-22 11:30:00+02:00,Yedidya,4,4,11,32.04615,34.80044
350251,2020-02-04 21:30:00+02:00,Ramat Aviv,23,1,21,32.106566,34.797869
109577,2019-10-12 08:30:00+03:00,Level of pilots,39,5,8,32.05899,34.80938
170719,2019-11-09 03:00:00+02:00,Neve Avivim and its surroundings,48,5,3,32.120490000000004,34.7976
2619,2018-07-04 23:30:00+03:00,Fairgrounds,8,2,23,32.1034,34.8059
167964,2019-11-08 06:30:00+02:00,Level of pilots,20,4,6,32.058040000000005,34.81089
315268,2020-01-20 23:30:00+02:00,Yarkon Park,18,0,23,32.10645,34.82499
27262,2018-07-16 09:30:00+03:00,Hope,8,0,9,32.05068,34.78633
7716,2018-07-07 22:00:00+03:00,Ezra and the crates,2,5,22,32.04448,34.79696
160380,2019-11-05 02:00:00+02:00,Neve Dan,31,1,2,32.11237,34.82613
264542,2019-12-25 05:30:00+02:00,Jaffa College Tel Aviv and Dakar,10,2,5,32.04502,34.7597
221695,2019-12-02 21:00:00+02:00,Sarona Gardens,4,0,21,32.0736,34.7843
77835,2019-09-18 13:30:00+03:00,Ezra and the crates,5,2,13,32.04432,34.79735
125264,2019-10-17 05:30:00+03:00,Sea views,39,3,5,32.11887,34.79182
311327,2020-01-17 18:00:00+02:00,Ramat Aviv,25,4,18,32.107753,34.793926
320841,2020-01-22 17:30:00+02:00,Neot Afeka b,65,2,17,32.11947,34.82273
163798,2019-11-06 09:00:00+02:00,Bitzaron and Ramat Israel,2,2,9,32.06853,34.80153
245869,2019-12-13 10:00:00+02:00,Yad Eliyahu,42,4,10,32.061440000000005,34.80001
30948,2018-07-17 14:30:00+03:00,Sde Dov area,3,1,14,32.10389,34.78151
372704,2020-02-16 21:00:00+02:00,The New North - the northern part,56,6,21,32.091177,34.790288000000004
76897,2019-09-18 06:00:00+03:00,Tzahala Gardens,27,2,6,32.11983,34.82968
385466,2020-02-22 21:00:00+02:00,Ajami and Givat Aliya,49,5,21,32.04589,34.7488
24997,2018-07-14 16:00:00+03:00,Neot Afeka b,3,5,16,32.11872,34.82465
14253,2018-07-11 04:00:00+03:00,Florentine,19,2,4,32.05911,34.76896
97221,2019-10-04 13:00:00+03:00,Neve Sharett,28,4,13,32.116782,34.843358
28600,2018-07-16 20:00:00+03:00,Sea views,16,0,20,32.114591,34.791377000000004
352364,2020-02-05 13:00:00+02:00,Nir Aviv,22,2,13,32.0471,34.81221
153621,2019-10-31 00:30:00+02:00,Afeka,5,3,0,32.1212,34.80745
338515,2020-02-01 06:00:00+02:00,Neve Eliezer and Kfar Shalem East,51,5,6,32.046440000000004,34.80737
199368,2019-11-22 22:00:00+02:00,Tzahala,21,4,22,32.123670000000004,34.83228
122580,2019-10-16 09:30:00+03:00,Tzahala,14,2,9,32.12473,34.83762
365072,2020-02-12 12:30:00+02:00,Neve Sha'anan,33,2,12,32.058374,34.775729
255635,2019-12-19 10:30:00+02:00,The inheritance of Isaac,25,3,10,32.07448,34.79683
166788,2019-11-07 21:30:00+02:00,Neve Chen,12,3,21,32.05085,34.8102
336403,2020-01-31 14:30:00+02:00,Kfir,19,4,14,32.048140000000004,34.80468
269740,2019-12-26 20:30:00+02:00,Afeka,37,3,20,32.12124,34.80735
225595,2019-12-04 02:00:00+02:00,The new north - the state square,63,2,2,32.09086,34.78822
43103,2018-10-13 01:00:00+03:00,Neve Tzedek,97,5,1,32.061717,34.76710300000001
346996,2020-02-03 22:00:00+02:00,Afeka,17,0,22,32.122679999999995,34.80679
155672,2019-11-01 15:00:00+02:00,Yedidya,9,4,15,32.04505,34.80157
82629,2019-09-21 00:30:00+03:00,Tzahala,19,5,0,32.12285,34.83725
328002,2020-01-27 23:00:00+02:00,The nursery,20,0,23,32.12613,34.834920000000004
296572,2020-01-11 05:00:00+02:00,Ajami and Givat Aliya,19,5,5,32.04199000000001,34.74747
332311,2020-01-29 07:30:00+02:00,Sea views,48,2,7,32.11759,34.78591
52518,2018-11-26 22:00:00+02:00,Level of pilots,15,0,22,32.05791,34.81111
272740,2019-12-28 18:30:00+02:00,Lights,7,5,18,32.05772,34.80227
344787,2020-02-03 05:00:00+02:00,Yarkon Park,61,0,5,32.1057,34.81835
65691,2019-09-12 18:00:00+03:00,Afeka,20,3,18,32.118759999999995,34.80441
178636,2019-11-13 13:00:00+02:00,Tzahalon and savings settlements,63,2,13,32.04068,34.75209
41642,2018-10-12 14:00:00+03:00,Tzahalon and savings settlements,29,4,14,32.042320000000004,34.752790000000005
178089,2019-11-13 09:30:00+02:00,Bitzaron and Ramat Israel,35,2,9,32.064615,34.795787
46326,2018-10-15 00:30:00+03:00,Yad Eliyahu,84,0,0,32.05631,34.78698
32244,2018-07-19 03:30:00+03:00,Ramat Aviv c,46,3,3,32.12283,34.8008
109125,2019-10-12 05:00:00+03:00,Ramat Aviv,55,5,5,32.107753,34.793926
298044,2020-01-11 15:30:00+02:00,The new north - the southern part,39,5,15,32.082109,34.781687
305309,2020-01-14 22:00:00+02:00,Hope,81,1,22,32.05149,34.78682
368459,2020-02-13 14:00:00+02:00,Nir Aviv,10,3,14,32.04703,34.813759999999995
87261,2019-09-23 11:00:00+03:00,Montefiore,19,0,11,32.063478,34.781764
269857,2019-12-26 21:00:00+02:00,Tel Baruch North,19,3,21,32.123870000000004,34.8123
51072,2018-11-26 11:00:00+02:00,The new north - the state square,47,0,11,32.086678000000006,34.791337
368211,2020-02-13 12:00:00+02:00,The Yemenite Vineyard,46,3,12,32.069777,34.766401
12069,2018-07-10 07:30:00+03:00,Sarona Gardens,4,1,7,32.070695,34.781803000000004
367008,2020-02-13 03:30:00+02:00,Lights,3,3,3,32.05397,34.80356
276928,2019-12-30 01:30:00+02:00,Yarkon Park,1,0,1,32.104012,34.810347
150623,2019-10-30 02:00:00+02:00,Givat Herzl,8,2,2,32.050787,34.771715
89126,2019-09-24 01:00:00+03:00,Montefiore,41,1,1,32.063478,34.781764
46984,2018-10-15 06:00:00+03:00,Atidim,102,0,6,32.108501000000004,34.836171
244432,2019-12-10 23:30:00+02:00,Florentine,120,1,23,32.05873,34.771570000000004
208059,2019-11-26 15:00:00+02:00,Neve Avivim and its surroundings,30,1,15,32.11773,34.79939
66501,2019-09-13 00:00:00+03:00,Atidim,19,4,0,32.111506,34.840876
287536,2020-01-06 09:00:00+02:00,Tzahala Gardens,26,0,9,32.1244,34.82495
316079,2020-01-21 06:00:00+02:00,Glilot,84,1,6,32.14052,34.79198
361753,2020-02-11 11:00:00+02:00,Neve Sha'anan,38,1,11,32.06035,34.78118
10897,2018-07-09 22:30:00+03:00,Babylonian,14,0,22,32.094614,34.798612
93627,2019-10-03 10:30:00+03:00,Neve Avivim and its surroundings,48,3,10,32.11991,34.79564
200289,2019-11-23 05:00:00+02:00,Hadar-Yosef,79,5,5,32.11065,34.81847
334556,2020-01-30 00:30:00+02:00,Ramat Aviv c,14,3,0,32.12737,34.80235
34583,2018-07-19 22:00:00+03:00,Glilot,25,3,22,32.139294,34.792075
340421,2020-02-01 20:00:00+02:00,Tzahala,39,5,20,32.12197800000001,34.834447999999995
204293,2019-11-25 10:30:00+02:00,Revivim,22,0,10,32.11487,34.8269
2706,2018-07-05 00:00:00+03:00,Neve Ofer,6,3,0,32.03988,34.76833
256834,2019-12-19 19:30:00+02:00,Tel Baruch,54,3,19,32.11623,34.8161
308248,2020-01-15 19:30:00+02:00,Kiryat Shalom,46,2,19,32.042590000000004,34.77809
293906,2020-01-10 08:30:00+02:00,Yad Eliyahu,29,4,8,32.05614,34.795320000000004
26430,2018-07-16 03:00:00+03:00,Spring Cliffs,1,0,3,32.1266,34.7924
370089,2020-02-16 02:00:00+02:00,Afeka,27,6,2,32.12208,34.80317
179037,2019-11-13 16:00:00+02:00,Sarona Gardens,6,2,16,32.0756,34.7849
281144,2020-01-03 09:30:00+02:00,Ramat Aviv c,37,4,9,32.12723,34.79663
170548,2019-11-09 01:30:00+02:00,Tel Aviv Cardo,46,5,1,32.066954,34.772503
217270,2019-12-01 12:30:00+02:00,Old Jaffa,13,6,12,32.05523,34.75513
160338,2019-11-04 01:30:00+02:00,The Ayalon Highlands,59,0,1,32.0853,34.79555
202557,2019-11-23 21:30:00+02:00,Sarona Gardens,44,5,21,32.070695,34.781803000000004
11077,2018-07-09 23:30:00+03:00,Yad Eliyahu,10,0,23,32.05419000000001,34.79014
150804,2019-10-30 03:00:00+02:00,The Woods Park,5,2,3,32.04384,34.76985
18716,2018-07-12 14:30:00+03:00,Florentine,17,3,14,32.05788,34.76883
309707,2020-01-17 06:00:00+02:00,The nursery,12,4,6,32.12792,34.829609999999995
185000,2019-11-17 12:00:00+02:00,Neve Avivim and its surroundings,35,6,12,32.11465,34.79423
321100,2020-01-22 19:30:00+02:00,Glilot,85,2,19,32.13657,34.79358
58453,2018-11-29 18:00:00+02:00,Employment area - Holon Junction,1,3,18,32.04016,34.7716
311386,2020-01-17 18:30:00+02:00,Neve Tzedek,47,4,18,32.062020000000004,34.76487
37001,2018-07-22 15:30:00+03:00,Tzahala,22,6,15,32.12448,34.835159999999995
99400,2019-10-05 05:00:00+03:00,Plan for,39,5,5,32.10428,34.78233
136277,2019-10-23 15:00:00+03:00,Montefiore,29,2,15,32.0625,34.781
140534,2019-10-25 23:00:00+03:00,Lights,7,4,23,32.05579,34.80516
268926,2019-12-26 14:30:00+02:00,Ajami and Givat Aliya,51,3,14,32.04424,34.74827
133166,2019-10-22 15:30:00+03:00,Ajami and Givat Aliya,40,1,15,32.03352,34.744679999999995
225785,2019-12-04 03:30:00+02:00,Shapira,42,2,3,32.04965,34.77619
379534,2020-02-19 01:00:00+02:00,Neve Chen,20,2,1,32.05323,34.80978
114455,2019-10-13 20:30:00+03:00,Tzahala Gardens,44,6,20,32.12509,34.82546
136229,2019-10-23 14:30:00+03:00,Ramat Aviv c,35,2,14,32.124390000000005,34.80527
172957,2019-11-09 19:30:00+02:00,Atidim,119,5,19,32.108501000000004,34.836171
252591,2019-12-18 12:30:00+02:00,Florentine,38,2,12,32.05871,34.76877
164502,2019-11-07 04:30:00+02:00,Neve Ofer,26,3,4,32.044725,34.767288
309996,2020-01-17 08:30:00+02:00,Employment area - Holon Junction,12,4,8,32.04016,34.77182
324776,2020-01-26 23:00:00+02:00,Level of pilots,18,6,23,32.05751,34.81084
157128,2019-11-03 02:00:00+02:00,Neve Tzedek,34,6,2,32.05849,34.76062
334531,2020-01-30 00:30:00+02:00,Kfir,17,3,0,32.04627,34.80427
335499,2020-01-31 07:30:00+02:00,Revivim,36,4,7,32.11522,34.83103
279852,2020-01-03 00:00:00+02:00,Sde Dov area,3,4,0,32.122209999999995,34.78349
